date,quarter,day_of_week,neighborhood,bike_cost,location,long,lat
2014-04-19,2014-04-01,Saturday,Bayview Village (52),237,Commercial Areas,-79.37711685879394,43.776360508669505
2014-05-05,2014-04-01,Monday,University (79),2000,Open/Public Spaces,-79.40117974868369,43.66250619981047
2014-05-04,2014-04-01,Sunday,Church-Yonge Corridor (75),150,Commercial Areas,-79.37901716162628,43.659648849449276
2014-05-04,2014-04-01,Sunday,Waterfront Communities-The Island (77),0,Residential Structures,-79.3772023229936,43.633880327159524
2014-05-06,2014-04-01,Tuesday,Church-Yonge Corridor (75),350,Commercial Areas,-79.37901716162628,43.659648849449276
2014-05-05,2014-04-01,Monday,West Humber-Clairville (1),250,Public Institutions,-79.59635638981665,43.71618025578886
2014-05-01,2014-04-01,Thursday,Waterfront Communities-The Island (77),500,Residential Structures,-79.3772023229936,43.633880327159524
2014-05-07,2014-04-01,Wednesday,Kingsway South (15),550,Open/Public Spaces,-79.51057680194461,43.65352042227594
2014-05-04,2014-04-01,Sunday,Waterfront Communities-The Island (77),100,Residential Structures,-79.3772023229936,43.633880327159524
2014-05-06,2014-04-01,Tuesday,Waterfront Communities-The Island (77),100,Residential Structures,-79.3772023229936,43.633880327159524
2014-05-06,2014-04-01,Tuesday,Steeles (116),0,Commercial Areas,-79.32120701072853,43.81295881783217
2014-05-07,2014-04-01,Wednesday,Humewood-Cedarvale (106),60,Residential Structures,-79.42768334947216,43.69136980411722
2014-05-07,2014-04-01,Wednesday,East End-Danforth (62),3000,Open/Public Spaces,-79.29935867382727,43.68417387262764
2014-05-06,2014-04-01,Tuesday,Bay Street Corridor (76),650,Open/Public Spaces,-79.38572124534863,43.657511330997565
2014-05-07,2014-04-01,Wednesday,Humewood-Cedarvale (106),60,Residential Structures,-79.42768334947216,43.69136980411722
2014-05-01,2014-04-01,Thursday,Bay Street Corridor (76),250,Open/Public Spaces,-79.38572124534863,43.657511330997565
2014-04-19,2014-04-01,Saturday,Niagara (82),1300,Others,-79.41242040394009,43.63668087060661
2014-05-07,2014-04-01,Wednesday,Weston-Pellam Park (91),800,Open/Public Spaces,-79.46024390773562,43.673962032485946
2014-05-07,2014-04-01,Wednesday,Bay Street Corridor (76),479.99,Open/Public Spaces,-79.38572124534863,43.657511330997565
2014-05-07,2014-04-01,Wednesday,Bay Street Corridor (76),500,Open/Public Spaces,-79.38572124534863,43.657511330997565
2014-05-07,2014-04-01,Wednesday,Bay Street Corridor (76),550,Commercial Areas,-79.38572124534863,43.657511330997565
2014-05-06,2014-04-01,Tuesday,Cabbagetown-South St.James Town (71),300,Open/Public Spaces,-79.36610665903528,43.66764772385686
2014-05-05,2014-04-01,Monday,Flemingdon Park (44),100,Public Institutions,-79.33264596751758,43.71592974897502
2014-05-07,2014-04-01,Wednesday,Annex (95),1500,Residential Structures,-79.40400062928025,43.67158543003155
2014-05-08,2014-04-01,Thursday,High Park North (88),300,Public Institutions,-79.46630216770625,43.65756491093699
2014-05-08,2014-04-01,Thursday,Bay Street Corridor (76),350,Open/Public Spaces,-79.38572124534863,43.657511330997565
2014-05-08,2014-04-01,Thursday,Waterfront Communities-The Island (77),550,Open/Public Spaces,-79.3772023229936,43.633880327159524
2014-05-07,2014-04-01,Wednesday,Henry Farm (53),250,Residential Structures,-79.34124066861594,43.771144139011675
2014-04-30,2014-04-01,Wednesday,Palmerston-Little Italy (80),400,Open/Public Spaces,-79.4184087281674,43.65915710120554
2014-05-08,2014-04-01,Thursday,Lawrence Park South (103),1300,Open/Public Spaces,-79.40603941914907,43.717211693960785
2014-05-05,2014-04-01,Monday,Rosedale-Moore Park (98),2400,Residential Structures,-79.37966939989423,43.6828204124932
2014-05-05,2014-04-01,Monday,Rosedale-Moore Park (98),3500,Residential Structures,-79.37966939989423,43.6828204124932
2014-05-07,2014-04-01,Wednesday,Moss Park (73),700,Commercial Areas,-79.36729702995146,43.656517618834606
2014-05-09,2014-04-01,Friday,Rosedale-Moore Park (98),400,Residential Structures,-79.37966939989423,43.6828204124932
2014-05-09,2014-04-01,Friday,Church-Yonge Corridor (75),1000,Open/Public Spaces,-79.37901716162628,43.659648849449276
2014-05-08,2014-04-01,Thursday,Mimico (includes Humber Bay Shores) (17),450,Residential Structures,-79.50013665098422,43.61592384473713
2014-05-09,2014-04-01,Friday,Church-Yonge Corridor (75),550,Commercial Areas,-79.37901716162628,43.659648849449276
2014-05-08,2014-04-01,Thursday,Caledonia-Fairbank (109),425,Residential Structures,-79.4552120795635,43.688568647155336
2014-05-08,2014-04-01,Thursday,Niagara (82),250,Commercial Areas,-79.41242040394009,43.63668087060661
2014-05-09,2014-04-01,Friday,Rouge (131),600,Transportation,-79.18634336248219,43.821201153632124
2014-05-08,2014-04-01,Thursday,Mimico (includes Humber Bay Shores) (17),200,Residential Structures,-79.50013665098422,43.61592384473713
2014-05-09,2014-04-01,Friday,Bay Street Corridor (76),840,Open/Public Spaces,-79.38572124534863,43.657511330997565
2014-05-10,2014-04-01,Saturday,Bay Street Corridor (76),700,Open/Public Spaces,-79.38572124534863,43.657511330997565
2014-02-19,2014-04-01,Wednesday,Dufferin Grove (83),700,Residential Structures,-79.43734103751373,43.655428330164874
2014-02-19,2014-04-01,Wednesday,Dufferin Grove (83),700,Residential Structures,-79.43734103751373,43.655428330164874
2014-05-09,2014-04-01,Friday,Roncesvalles (86),200,Residential Structures,-79.44299244306902,43.64612298805443
2014-05-10,2014-04-01,Saturday,Palmerston-Little Italy (80),1000,Open/Public Spaces,-79.4184087281674,43.65915710120554
2014-05-10,2014-04-01,Saturday,Clairlea-Birchmount (120),500,Commercial Areas,-79.28138177798613,43.713592355014924
2014-05-10,2014-04-01,Saturday,Bay Street Corridor (76),300,Open/Public Spaces,-79.38572124534863,43.657511330997565
2014-05-11,2014-04-01,Sunday,Bay Street Corridor (76),260,Residential Structures,-79.38572124534863,43.657511330997565
2014-05-07,2014-04-01,Wednesday,Bay Street Corridor (76),300,Commercial Areas,-79.38572124534863,43.657511330997565
2014-05-09,2014-04-01,Friday,Niagara (82),600,Residential Structures,-79.41242040394009,43.63668087060661
2014-04-20,2014-04-01,Sunday,Leaside-Bennington (56),6000,Residential Structures,-79.36607234417629,43.703796594874674
2014-05-11,2014-04-01,Sunday,Bay Street Corridor (76),200,Others,-79.38572124534863,43.657511330997565
2014-05-11,2014-04-01,Sunday,North Riverdale (68),399,Commercial Areas,-79.35126041348335,43.67199514515696
2014-05-11,2014-04-01,Sunday,East End-Danforth (62),1600,Residential Structures,-79.29935867382727,43.68417387262764
2014-05-11,2014-04-01,Sunday,Church-Yonge Corridor (75),700,Residential Structures,-79.37901716162628,43.659648849449276
2014-05-12,2014-04-01,Monday,St.Andrew-Windfields (40),1249,Residential Structures,-79.37903710013872,43.75624582245125
2014-05-09,2014-04-01,Friday,High Park North (88),300,Residential Structures,-79.46630216770625,43.65756491093699
2014-05-11,2014-04-01,Sunday,East End-Danforth (62),650,Residential Structures,-79.29935867382727,43.68417387262764
2014-05-09,2014-04-01,Friday,Bay Street Corridor (76),1295,Commercial Areas,-79.38572124534863,43.657511330997565
2014-05-08,2014-04-01,Thursday,Bay Street Corridor (76),500,Commercial Areas,-79.38572124534863,43.657511330997565
2014-05-10,2014-04-01,Saturday,Palmerston-Little Italy (80),500,Residential Structures,-79.4184087281674,43.65915710120554
2014-05-12,2014-04-01,Monday,East End-Danforth (62),500,Residential Structures,-79.29935867382727,43.68417387262764
2014-05-04,2014-04-01,Sunday,Markland Wood (12),734.48,Residential Structures,-79.57343154487708,43.63354173983873
2014-05-01,2014-04-01,Thursday,Bay Street Corridor (76),250,Commercial Areas,-79.38572124534863,43.657511330997565
2014-05-05,2014-04-01,Monday,University (79),1200,Commercial Areas,-79.40117974868369,43.66250619981047
2014-05-13,2014-04-01,Tuesday,Moss Park (73),1200,Commercial Areas,-79.36729702995146,43.656517618834606
2014-05-12,2014-04-01,Monday,Niagara (82),80,Residential Structures,-79.41242040394009,43.63668087060661
2014-05-12,2014-04-01,Monday,Church-Yonge Corridor (75),900,Others,-79.37901716162628,43.659648849449276
2014-05-10,2014-04-01,Saturday,Annex (95),600,Open/Public Spaces,-79.40400062928025,43.67158543003155
2014-05-13,2014-04-01,Tuesday,Moss Park (73),1200,Commercial Areas,-79.36729702995146,43.656517618834606
2014-05-08,2014-04-01,Thursday,Moss Park (73),500,Residential Structures,-79.36729702995146,43.656517618834606
2014-05-13,2014-04-01,Tuesday,Bay Street Corridor (76),3500,Commercial Areas,-79.38572124534863,43.657511330997565
2014-05-13,2014-04-01,Tuesday,Waterfront Communities-The Island (77),800,Open/Public Spaces,-79.3772023229936,43.633880327159524
2014-05-09,2014-04-01,Friday,Regent Park (72),1400,Others,-79.3605088053568,43.659992140783885
2014-05-13,2014-04-01,Tuesday,Roncesvalles (86),200,Residential Structures,-79.44299244306902,43.64612298805443
2014-05-07,2014-04-01,Wednesday,Waterfront Communities-The Island (77),400,Residential Structures,-79.3772023229936,43.633880327159524
2014-05-12,2014-04-01,Monday,Bay Street Corridor (76),800,Open/Public Spaces,-79.38572124534863,43.657511330997565
2014-05-14,2014-04-01,Wednesday,Bay Street Corridor (76),250,Open/Public Spaces,-79.38572124534863,43.657511330997565
2014-05-14,2014-04-01,Wednesday,South Riverdale (70),675,Residential Structures,-79.33565132290826,43.6492919996662
2014-04-28,2014-04-01,Monday,Annex (95),1400,Residential Structures,-79.40400062928025,43.67158543003155
2014-05-11,2014-04-01,Sunday,Bay Street Corridor (76),1200,Commercial Areas,-79.38572124534863,43.657511330997565
2014-05-13,2014-04-01,Tuesday,Waterfront Communities-The Island (77),200,Residential Structures,-79.3772023229936,43.633880327159524
2014-05-14,2014-04-01,Wednesday,Bathurst Manor (34),1000,Commercial Areas,-79.45605514611319,43.76481328101867
2014-05-15,2014-04-01,Thursday,Centennial Scarborough (133),0,Transportation,-79.15084326996072,43.78237648034414
2014-05-13,2014-04-01,Tuesday,Church-Yonge Corridor (75),120,Open/Public Spaces,-79.37901716162628,43.659648849449276
2014-05-12,2014-04-01,Monday,Niagara (82),1200,Residential Structures,-79.41242040394009,43.63668087060661
2014-05-13,2014-04-01,Tuesday,Danforth (66),300,Transportation,-79.32981941388597,43.68402547142561
2014-05-05,2014-04-01,Monday,Leaside-Bennington (56),500,Residential Structures,-79.36607234417629,43.703796594874674
2014-05-14,2014-04-01,Wednesday,Church-Yonge Corridor (75),400,Open/Public Spaces,-79.37901716162628,43.659648849449276
2014-05-15,2014-04-01,Thursday,The Beaches (63),760,Commercial Areas,-79.29960131609589,43.67104998326742
2014-05-15,2014-04-01,Thursday,Bay Street Corridor (76),1000,Open/Public Spaces,-79.38572124534863,43.657511330997565
2014-05-15,2014-04-01,Thursday,Playter Estates-Danforth (67),200,Open/Public Spaces,-79.35488728710035,43.67970046819963
2014-05-15,2014-04-01,Thursday,East End-Danforth (62),400,Residential Structures,-79.29935867382727,43.68417387262764
2014-05-12,2014-04-01,Monday,The Beaches (63),1500,Residential Structures,-79.29960131609589,43.67104998326742
2014-05-12,2014-04-01,Monday,The Beaches (63),1500,Residential Structures,-79.29960131609589,43.67104998326742
2014-05-15,2014-04-01,Thursday,Bay Street Corridor (76),677,Others,-79.38572124534863,43.657511330997565
2014-05-13,2014-04-01,Tuesday,Bay Street Corridor (76),300,Open/Public Spaces,-79.38572124534863,43.657511330997565
2014-05-15,2014-04-01,Thursday,East End-Danforth (62),500,Residential Structures,-79.29935867382727,43.68417387262764
2014-05-12,2014-04-01,Monday,The Beaches (63),450,Residential Structures,-79.29960131609589,43.67104998326742
2014-05-13,2014-04-01,Tuesday,University (79),305,Commercial Areas,-79.40117974868369,43.66250619981047
2014-05-15,2014-04-01,Thursday,Runnymede-Bloor West Village (89),1000,Residential Structures,-79.48570817771532,43.65926881162892
2014-05-16,2014-04-01,Friday,Bay Street Corridor (76),1300,Commercial Areas,-79.38572124534863,43.657511330997565
2014-05-16,2014-04-01,Friday,Church-Yonge Corridor (75),1300,Open/Public Spaces,-79.37901716162628,43.659648849449276
2014-05-15,2014-04-01,Thursday,Newtonbrook East (50),330,Transportation,-79.40593744835854,43.791535780500716
2014-05-10,2014-04-01,Saturday,East End-Danforth (62),859.98,Residential Structures,-79.29935867382727,43.68417387262764
2014-05-16,2014-04-01,Friday,Alderwood (20),20,Open/Public Spaces,-79.54161093042093,43.60493688403101
2014-05-10,2014-04-01,Saturday,East End-Danforth (62),579.99,Residential Structures,-79.29935867382727,43.68417387262764
2014-05-16,2014-04-01,Friday,Bay Street Corridor (76),600,Open/Public Spaces,-79.38572124534863,43.657511330997565
2014-05-14,2014-04-01,Wednesday,South Riverdale (70),700,Open/Public Spaces,-79.33565132290826,43.6492919996662
2014-05-16,2014-04-01,Friday,Etobicoke West Mall (13),800,Residential Structures,-79.56893876872303,43.64506261667645
2014-05-12,2014-04-01,Monday,Yonge-Eglinton (100),700,Residential Structures,-79.40359016622641,43.70468936092784
2014-05-15,2014-04-01,Thursday,Church-Yonge Corridor (75),1000,Commercial Areas,-79.37901716162628,43.659648849449276
2014-05-16,2014-04-01,Friday,Etobicoke West Mall (13),1800,Residential Structures,-79.56893876872303,43.64506261667645
2014-03-01,2014-04-01,Saturday,Niagara (82),1200,Residential Structures,-79.41242040394009,43.63668087060661
2014-05-17,2014-07-01,Saturday,North Riverdale (68),560,Open/Public Spaces,-79.35126041348335,43.67199514515696
2014-05-17,2014-07-01,Saturday,Downsview-Roding-CFB (26),189,Commercial Areas,-79.49049738436791,43.733292312253184
2014-05-18,2014-07-01,Sunday,East End-Danforth (62),700,Commercial Areas,-79.29935867382727,43.68417387262764
2014-05-15,2014-04-01,Thursday,Bay Street Corridor (76),1600,Open/Public Spaces,-79.38572124534863,43.657511330997565
2014-05-16,2014-04-01,Friday,Bay Street Corridor (76),800,Open/Public Spaces,-79.38572124534863,43.657511330997565
2014-05-16,2014-04-01,Friday,Church-Yonge Corridor (75),500,Open/Public Spaces,-79.37901716162628,43.659648849449276
2014-05-18,2014-07-01,Sunday,Bay Street Corridor (76),600,Open/Public Spaces,-79.38572124534863,43.657511330997565
2014-05-09,2014-04-01,Friday,Church-Yonge Corridor (75),0,Residential Structures,-79.37901716162628,43.659648849449276
2014-04-18,2014-04-01,Friday,Dovercourt-Wallace Emerson-Junction (93),262.49,Residential Structures,-79.43854070116043,43.6656769257464
2014-05-17,2014-07-01,Saturday,South Riverdale (70),629,Residential Structures,-79.33565132290826,43.6492919996662
2014-05-19,2014-07-01,Monday,Markland Wood (12),3600,Residential Structures,-79.57343154487708,43.63354173983873
2014-05-11,2014-04-01,Sunday,Kensington-Chinatown (78),350,Commercial Areas,-79.39723987739471,43.6535541286232
2014-05-17,2014-07-01,Saturday,Little Portugal (84),632,Residential Structures,-79.43032271138112,43.64753592717682
2014-05-19,2014-07-01,Monday,Yorkdale-Glen Park (31),2300,Residential Structures,-79.45710807275005,43.71467151108852
2014-05-19,2014-07-01,Monday,Annex (95),650,Residential Structures,-79.40400062928025,43.67158543003155
2014-05-15,2014-04-01,Thursday,Annex (95),500,Open/Public Spaces,-79.40400062928025,43.67158543003155
2014-05-14,2014-04-01,Wednesday,Mount Pleasant West (104),450,Public Institutions,-79.3933595525685,43.70443516328523
2014-05-20,2014-07-01,Tuesday,Church-Yonge Corridor (75),650,Open/Public Spaces,-79.37901716162628,43.659648849449276
2014-05-20,2014-07-01,Tuesday,Lawrence Park North (105),1200,Transportation,-79.40397836524139,43.73006016831148
2014-05-19,2014-07-01,Monday,Annex (95),900,Residential Structures,-79.40400062928025,43.67158543003155
2014-05-19,2014-07-01,Monday,Long Branch (19),500,Residential Structures,-79.53334545408563,43.592361683027136
2014-05-21,2014-07-01,Wednesday,West Hill (136),3264,Residential Structures,-79.17667602852293,43.767490240825325
2014-05-21,2014-07-01,Wednesday,Cabbagetown-South St.James Town (71),400,Residential Structures,-79.36610665903528,43.66764772385686
2014-05-21,2014-07-01,Wednesday,Regent Park (72),200,Open/Public Spaces,-79.3605088053568,43.659992140783885
2014-05-21,2014-07-01,Wednesday,Corso Italia-Davenport (92),499.99,Open/Public Spaces,-79.44746932943953,43.67766090308253
2014-05-21,2014-07-01,Wednesday,Islington-City Centre West (14),703,Open/Public Spaces,-79.54331653804603,43.633463294702935
2014-05-22,2014-07-01,Thursday,Oakridge (121),200,Residential Structures,-79.2797083448345,43.697408127371254
2014-05-21,2014-07-01,Wednesday,Islington-City Centre West (14),589,Open/Public Spaces,-79.54331653804603,43.633463294702935
2014-05-21,2014-07-01,Wednesday,East End-Danforth (62),499.99,Open/Public Spaces,-79.29935867382727,43.68417387262764
2014-05-21,2014-07-01,Wednesday,Trinity-Bellwoods (81),1000,Commercial Areas,-79.4153421638998,43.65017629672643
2014-05-22,2014-07-01,Thursday,Oakridge (121),1600,Residential Structures,-79.2797083448345,43.697408127371254
2014-05-20,2014-07-01,Tuesday,Cabbagetown-South St.James Town (71),1100,Residential Structures,-79.36610665903528,43.66764772385686
2014-05-21,2014-07-01,Wednesday,Waterfront Communities-The Island (77),500,Commercial Areas,-79.3772023229936,43.633880327159524
2014-05-20,2014-07-01,Tuesday,Beechborough-Greenbrook (112),100,Commercial Areas,-79.47947250865478,43.69321648359968
